PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,CRIME-CHILDREN,CRIME-THEFT,CRIME RATE,Estimate,COMMI,RENT
P07146,Velachery,1604,60,2,1,4,Yes,2.2,2.5,2.35,3406140,155709,15570.9
P07326,KK Nagar,1573,80,2,1,4,Yes,4.1,5,4.55,5918600,309381,30938.1
P01199,Chrompet,742,61,1,1,2,Yes,4.1,4.3,4.2,3419160,94322,9432.2
P08365,Adyar,1225,13,2,2,4,Yes,2.3,2.6,2.45,6185600,146501,14650.1
P09749,Velachery,1950,180,3,2,5,No,4.7,3.3,4,6128290,149066,14906.6
P00094,Anna Nagar,1602,23,1,1,4,Yes,4.3,4.7,4.5,5031980,251599,25159.9
P08750,Velachery,1634,66,2,1,4,Yes,3.5,2.5,3,3331750,90866,9086.6
P03467,KK Nagar,1595,135,2,1,4,No,2.9,2.7,2.8,4192650,218747,21874.7
P09022,Chrompet,1034,22,1,1,3,No,4,4.6,4.3,2474040,52480,5248
P06580,KK Nagar,1562,89,2,1,4,No,2.8,2.6,2.7,6924510,353292,35329.2
P01138,Anna Nagar,1642,103,1,1,4,Yes,2.3,2.7,2.5,7393220,113742,11374.2
P08525,Adyar,1031,157,1,1,3,Yes,3.1,2.2,2.65,3858910,192946,19294.6
P02837,T Nagar,1658,185,1,1,4,Yes,3.5,2.7,3.1,3216830,202541,20254.1
P03321,Anna Nagar,1781,182,1,1,4,Yes,2.3,2.2,2.25,4084100,237141,23714.1
P08491,Velachery,1799,71,2,1,4,No,4,2.5,3.25,3570320,94508,9450.8
P04231,Karapakkam,1230,83,1,1,3,Yes,4.3,3.2,3.75,2510910,169656,16965.6
P08498,Chrompet,875,69,1,1,3,No,4,2.7,3.35,2606750,78993,7899.3
P07710,Adyar,1261,182,2,2,4,No,3.1,2.6,2.85,4308660,201071,20107.1
P03856,Chrompet,1242,72,2,1,4,No,2.7,3.4,3.05,2338010,69274,6927.4
P09797,Velachery,1747,168,2,1,4,No,3.7,4.1,3.9,4395180,269382,26938.2
P04511,Karapakkam,1667,65,2,2,4,No,2.8,3.9,3.35,5060220,241511,24151.1
P05527,Chrompet,723,63,1,1,2,Yes,5,4.9,4.95,2873450,31927,3192.7
P00457,Anna Nagar,1625,128,1,1,4,Yes,3.2,3.7,3.45,3785950,70110,7011
P01262,Chrompet,884,200,1,1,3,Yes,2,4.3,3.15,3104190,155209,15520.9
P09072,Adyar,736,143,1,1,2,No,2.9,2.3,2.6,3251290,40641,4064.1
P00065,Anna Nagar,1621,150,1,1,4,Yes,4.9,5,4.95,4055560,196633,19663.3
P06658,T Nagar,1890,9,2,1,5,Yes,3.9,5,4.45,4277890,197441,19744.1
P02700,KK Nagar,1915,189,3,2,5,No,3.2,2.2,2.7,3436960,210036,21003.6
P09789,Velachery,1911,108,3,2,5,Yes,2.5,2.8,2.65,6677330,119849,11984.9
P03398,KK Nagar,2370,112,4,2,6,Yes,3.3,4.1,3.7,3673870,183694,18369.4
P06823,Velachery,1903,134,3,2,5,Yes,3.8,5,4.4,4970650,272584,27258.4
P03155,KK Nagar,2273,83,4,2,6,Yes,3,2.4,2.7,3865550,211982,21198.2
P01414,Chrompet,1256,138,2,1,4,Yes,2.7,4.2,3.45,2636070,29290,2929
P03667,Adyar,1274,177,2,2,4,No,4,3.9,3.95,3132680,31327,3132.7
P02566,KK Nagar,2052,158,3,2,5,No,2.3,2,2.15,3953880,192046,19204.6
P03799,Karapakkam,941,195,1,1,3,Yes,2.6,4.8,3.7,3112260,142996,14299.6
P04876,Chrompet,1194,40,1,1,3,Yes,3.3,3,3.15,4156430,214526,21452.6
P05588,Karapakkam,1606,150,2,2,4,Yes,4.3,4.6,4.45,2569320,78507,7850.7
P01271,Chrompet,1249,178,2,1,4,No,2.1,2.8,2.45,2806660,164529,16452.9
P00496,Anna Nagar,1854,139,2,1,5,Yes,4.4,2.6,3.5,4524170,125671,12567.1
P07470,Velachery,1531,110,2,1,4,Yes,4.6,4.3,4.45,3219210,107307,10730.7
P01977,Anna Nagar,1895,76,2,1,5,Yes,2.7,4.6,3.65,8388190,220742,22074.2
P02199,Chrompet,983,92,1,1,3,No,2.6,4.3,3.45,2110780,70359,7035.9
P00588,Anna Nagar,1569,125,1,1,4,No,3.9,2.8,3.35,3769660,57116,5711.6
P02059,Anna Nagar,1609,15,1,1,4,No,4.2,4.4,4.3,4886180,171016,17101.6
P01169,Chrompet,912,167,1,1,3,Yes,2.5,2.6,2.55,2858800,110663,11066.3
P07610,Chrompet,998,23,1,1,3,Yes,3.4,4.2,3.8,2183600,61141,6114.1
P04960,Chrompet,990,191,1,1,3,No,2.9,3.1,3,2501330,83378,8337.8
P08074,Chrompet,994,47,1,1,3,Yes,4.2,2.9,3.55,2732170,131549,13154.9
P09988,Velachery,1898,77,3,2,5,No,3.9,4.9,4.4,3698040,77854,7785.4
P04918,Chrompet,754,38,1,1,2,Yes,4.9,3.9,4.4,3208080,31046,3104.6
P06023,Chrompet,710,5,1,1,2,No,3.5,3.6,3.55,2109550,27220,2722
P05019,Karapakkam,1287,102,1,1,3,No,4.9,4,4.45,3252340,152237,15223.7
P06765,KK Nagar,1601,48,2,1,4,Yes,3.2,3.4,3.3,3653690,208782,20878.2
P04116,Chrompet,943,21,1,1,3,No,2.1,2.7,2.4,3652950,177113,17711.3
P06702,KK Nagar,2374,104,4,2,6,Yes,3.7,4.9,4.3,6651650,399099,39909.9
P02358,Adyar,1178,200,1,1,3,Yes,2.4,3.5,2.95,3635220,160377,16037.7
P01130,Chrompet,1180,88,1,1,3,No,3.4,4.8,4.1,2385550,36701,3670.1
P02592,Karapakkam,1080,14,1,1,3,No,3.7,5,4.35,3255910,105597,10559.7
P05062,Adyar,1251,128,2,2,4,No,4.4,3.4,3.9,3423470,78251,7825.1
P05574,Adyar,997,81,1,1,3,No,2.8,3.2,3,2745460,14450,1445
P07220,Anna Nagar,1516,175,1,1,4,Yes,4,2.5,3.25,3560190,185130,18513
P00581,Chrompet,839,34,1,1,3,No,3.8,3.3,3.55,2473460,63831,6383.1
P07059,Chrompet,829,177,1,1,3,No,4.3,2.9,3.6,1949620,31194,3119.4
P06468,KK Nagar,1611,24,2,1,4,No,3.7,4.6,4.15,4356550,170474,17047.4
P01556,Karapakkam,1208,0,1,1,3,Yes,2.7,4,3.35,4457130,237081,23708.1
P02282,Velachery,1878,160,3,2,5,Yes,4.6,4.9,4.75,3993670,140318,14031.8
P08871,Chrompet,733,13,1,1,2,Yes,3.4,4.4,3.9,2917320,150571,15057.1
P04669,Chrompet,814,90,1,1,3,Yes,3.6,3.8,3.7,2603580,71007,7100.7
P07045,Chrompet,954,40,1,1,3,Yes,4.8,2.6,3.7,2338480,147238,14723.8
P07064,KK Nagar,2334,30,4,2,6,Yes,3.3,2.2,2.75,7107600,390918,39091.8
P07584,KK Nagar,1648,98,2,1,4,Yes,3.5,4.4,3.95,4400690,253040,25304
P01494,Anna Nagar,1993,6,2,1,5,No,2.7,2.5,2.6,3749470,72105,7210.5
P04687,Karapakkam,1337,45,2,2,4,Yes,4.6,3.1,3.85,3423220,127148,12714.8
P01740,Karapakkam,1616,186,2,2,4,No,2.9,2.9,2.9,2153400,122026,12202.6
P10030,Velachery,1640,117,2,1,4,Yes,3,4.2,3.6,4595210,223551,22355.1
P09421,Chrompet,1105,53,1,1,3,No,3.6,4.4,4,2117800,33885,3388.5
P07115,Adyar,1158,5,1,1,3,Yes,2,4.2,3.1,3380280,54815,5481.5
P08172,KK Nagar,1510,180,2,1,4,No,4.1,4.8,4.45,4108710,95551,9555.1
P04848,Karapakkam,644,63,1,1,2,No,4.3,5,4.65,3165920,161664,16166.4
P04945,Karapakkam,1192,76,1,1,3,No,4.8,3.1,3.95,2376660,97504,9750.4
P08379,Adyar,1209,186,2,2,4,No,3.3,4.3,3.8,3997970,33316,3331.6
P04780,Karapakkam,522,57,1,1,2,No,4.8,3.6,4.2,1411580,84695,8469.5
P03824,Karapakkam,881,50,1,1,2,Yes,4.4,4,4.2,4421250,186675,18667.5
P07832,Chrompet,1270,94,2,1,4,No,2.7,2.6,2.65,3743340,100782,10078.2
P00155,Chrompet,1024,140,1,1,3,No,3.8,3.4,3.6,2532030,150046,15004.6
P01677,Adyar,1017,142,1,1,3,Yes,3.9,4.8,4.35,3169400,158470,15847
P09895,Velachery,1992,118,3,2,5,No,3.4,3.4,3.4,5405710,174891,17489.1
P08022,KK Nagar,1323,181,1,1,3,No,4,3.4,3.7,4589120,161239,16123.9
P02697,Chrompet,1277,36,2,1,4,Noo,4.4,4.8,4.6,5071340,230516,23051.6
P01144,T Nagar,1960,35,2,1,5,No,4.9,2.3,3.6,6578450,148546,14854.6
P08687,Velachery,1822,41,3,2,5,Yes,3.4,5,4.2,4998320,140578,14057.8
P05878,Chrompet,934,105,1,1,3,No,3.1,4.3,3.7,2236230,40659,4065.9
P04309,Karapakkam,1119,2,1,1,3,No,2.9,2.5,2.7,3414200,159814,15981.4
P09938,Velachery,1941,15,3,2,5,No,3.8,3,3.4,5448150,313681,31368.1
P02042,Velachery,1937,126,3,2,5,Yes,5,4.8,4.9,3481230,200435,20043.5
P03215,KK Nagar,1972,179,3,2,5,No,2.4,2,2.2,4437480,211789,21178.9
P00736,Anna Nagar,1585,13,1,1,4,Yes,2.4,3.7,3.05,5323610,337162,33716.2
P00198,Anna Nagar,1933,110,2,1,5,Yes,4.9,4.3,4.6,3917020,246627,24662.7
P05911,T Nagar,1814,90,2,1,5,No,3,2.8,2.9,5513250,257285,25728.5
P01197,Chrompet,1129,88,1,1,3,No,4.3,2.7,3.5,3385290,40623,4062.3
P03268,KK Nagar,2083,1,3,2,5,Yes,3.5,2.2,2.85,4690950,122858,12285.8
P02812,KK Nagar,1668,184,2,1,4,Yes,2.1,3.1,2.6,4650620,197652,19765.2
P02446,Karapakkam,1608,36,2,2,4,Yes,3.8,4.4,4.1,3008390,97948,9794.8
P07276,Velachery,1606,121,2,1,4,Yes,4.8,3.1,3.95,4472920,105245,10524.5
P03801,Karapakkam,1284,125,1,1,3,No,4.7,3.4,4.05,1832160,77728,7772.8
P08046,T Nagar,1903,7,2,1,5,No,4.4,3.2,3.8,5737580,200815,20081.5
P08671,Chrompet,956,1,1,1,3,Yes,4.1,4.1,4.1,2961850,26926,2692.6
P09873,Velachery,1807,146,3,2,5,Yes,3.4,4.6,4,3310990,93122,9312.2
P09954,Velachery,1591,78,2,1,4,Yes,4.3,2.6,3.45,4710080,235504,23550.4
P09006,T Nagar,1626,186,1,1,4,No,3.2,4.6,3.9,6422430,225653,22565.3
P08704,Anna Nagar,1634,9,1,1,4,No,4.1,4.6,4.35,5530030,92167,9216.7
P04905,KK Nagar,2127,50,3,2,5,No,3.9,3.3,3.6,5726860,194713,19471.3
P03306,KK Nagar,1512,45,2,1,4,No,4.9,3.7,4.3,4089190,209214,20921.4
P06372,Karapakkam,1528,140,2,2,4,Yes,3,2,2.5,5464680,182156,18215.6
P01441,Adyar,1122,142,1,1,3,No,3.3,4.8,4.05,3063680,153184,15318.4
P04964,KK Nagar,1395,17,2,1,4,No,4.8,4.1,4.45,4366360,135149,13514.9
P00999,T Nagar,1791,194,1,1,4,Yes,3.5,4.3,3.9,5117490,190078,19007.8
P09227,Anna Nagar,1972,37,2,1,5,Yes,4.9,4.5,4.7,6054050,105946,10594.6
P09820,Velachery,1831,70,3,2,5,No,2.5,3.4,2.95,3543770,121501,12150.1
P09118,Velachery,1516,119,2,1,4,No,2.4,2.9,2.65,5341130,253704,25370.4
P05368,Karapakkam,1534,72,2,2,4,Yes,2,4.6,3.3,3623310,140496,14049.6
P02122,KK Nagar,2476,48,4,2,6,Yes,4,2.1,3.05,10293890,514695,51469.5
P07918,Adyar,1250,155,2,2,4,No,2.6,2.4,2.5,4050390,91134,9113.4
P04162,Karapakkam,1479,196,2,2,4,Yes,4.7,4.4,4.55,4863300,91187,9118.7
P05361,Karapakkam,592,152,1,1,2,No,2.9,3.6,3.25,2059880,68663,6866.3
P06284,Karapakkam,1433,53,2,2,4,No,2.5,3,2.75,3435710,93701,9370.1
P02214,KK Nagar,1323,164,1,1,3,Yes,4.6,2.3,3.45,5077070,129627,12962.7
P09155,Anna Nagar,1969,85,2,1,5,No,5,3.2,4.1,8269660,233247,23324.7
P03677,KK Nagar,2084,120,3,2,5,Yes,4.8,4.2,4.5,4720250,99374,9937.4
P07476,Adyar,1084,159,1,1,3,No,4.7,2,3.35,2902320,108837,10883.7
P01731,Anna Nagar,1998,61,2,1,5,No,4,4.2,4.1,3476520,93599,9359.9
P07305,Chrompet,853,129,1,1,3,No,3.9,2,2.95,2891510,35049,3504.9
P03832,KK Nagar,2105,40,3,2,5,No,2.4,2.9,2.65,4184810,275002,27500.2
P02213,KK Nagar,1860,34,3,2,5,Yes,3.8,4.6,4.2,5886940,380920,38092
P04635,Velachery,1576,56,2,1,4,No,3.9,2.8,3.35,4736260,278603,27860.3
P07702,Chrompet,1278,31,2,1,4,No,2.7,2.9,2.8,2341610,121118,12111.8
P04659,Chrompet,748,68,1,1,2,No,2,4.2,3.1,2736030,140947,14094.7
P01211,Anna Nagar,1791,122,1,1,4,No,2.3,4.2,3.25,4734140,63975,6397.5
P04990,Anna Nagar,1687,28,1,1,4,No,4.1,2.1,3.1,7420360,95133,9513.3
P08721,Chrompet,1065,19,1,1,3,No,3.4,3.8,3.6,3252650,78852,7885.2
P08484,Anna Nagar,1710,103,1,1,4,Yes,4.5,2.9,3.7,3864970,92759,9275.9
P05016,T Nagar,1965,54,2,1,5,No,3.4,5,4.2,6615740,260620,26062
P02474,Anna Nagar,1893,123,2,1,5,No,2.4,2.3,2.35,5947680,115116,11511.6
P06371,T Nagar,1950,126,2,1,5,Yes,3.6,2,2.8,3668300,170314,17031.4
P03280,Karapakkam,1576,64,2,2,4,No,4.1,2.3,3.2,3437400,157548,15754.8
P05026,Karapakkam,567,98,1,1,2,Yes,3.2,4.3,3.75,3098560,80563,8056.3
P07426,Anna Nagar,1831,128,2,1,5,No,4.6,2.9,3.75,3297110,145073,14507.3
P04408,Karapakkam,1460,143,2,2,4,Yes,4.3,3.9,4.1,6166440,231242,23124.2
P03354,Anna Nagar,1638,45,1,1,4,No,2.6,4.5,3.55,6885840,217448,21744.8
P01894,Velachery,1823,74,3,2,5,Yes,4.2,3.9,4.05,4291450,265060,26506
P02333,Chrompet,847,76,1,1,3,No,3.8,3.4,3.6,2599790,97492,9749.2
P07799,KK Nagar,2250,161,4,2,6,Yes,3,4.3,3.65,6046880,226758,22675.8
P07154,Chrompet,840,184,1,1,3,Yes,3.6,2.5,3.05,2299280,132651,13265.1
P02400,KK Nagar,2001,33,3,2,5,No,3.9,2.8,3.35,6835240,158959,15895.9
P06162,Velachery,1926,200,3,2,5,No,3.6,3.3,3.45,2874390,194717,19471.7
P00309,Chrompet,932,172,1,1,3,No,4.2,4.1,4.15,3513990,213349,21334.9
P04969,Karapakkam,777,144,1,1,2,Yes,4.5,3.2,3.85,1907270,125478,12547.8
P07230,KK Nagar,1612,73,2,1,4,Yes,2,2.7,2.35,6521060,118565,11856.5
P01289,Chrompet,1251,184,2,1,4,Yes,4.1,4.1,4.1,4499090,164966,16496.6
P09865,Velachery,1746,66,2,1,4,Yes,2.1,4.7,3.4,3815040,185861,18586.1
P02430,KK Nagar,1741,16,2,1,4,No,2.6,3.8,3.2,4190940,167637,16763.7
P06868,Anna Nagar,1997,31,2,1,5,Yes,4.6,4.7,4.65,3574700,228781,22878.1
P08654,Velachery,1506,157,2,1,4,Yes,4.2,4.1,4.15,3446230,102456,10245.6
P06566,Karapakkam,1390,77,2,2,4,Yes,4.4,4.8,4.6,2398790,134050,13405
P07715,Chrompet,745,82,1,1,2,No,3.8,2.1,2.95,2853270,32922,3292.2
P02250,KK Nagar,1473,44,2,1,4,No,5,2.7,3.85,3702150,203618,20361.8
P08124,Velachery,1574,148,2,1,4,No,2.9,2.6,2.75,4473460,203339,20333.9
P09857,Velachery,1892,43,3,2,5,No,3.3,4.9,4.1,2884600,153845,15384.5
P01366,Anna Nagar,1820,200,2,1,5,No,2.8,2.8,2.8,3218240,218840,21884
P09181,Anna Nagar,1915,1,2,1,5,Yes,3,3.2,3.1,6984110,402115,40211.5
P08627,Adyar,1191,119,1,1,3,Yes,3.8,2.1,2.95,4580000,27758,2775.8
P01204,T Nagar,1507,62,1,1,4,Yes,3.7,3.8,3.75,3777110,242814,24281.4
P07240,Adyar,1100,67,1,1,3,Yes,3.6,3.5,3.55,3724190,127406,12740.6
P02415,Karapakkam,748,65,1,1,2,No,4.1,3.1,3.6,2401020,64893,6489.3
P06520,Velachery,1887,10,3,2,5,No,2.6,3.4,3,2506730,80862,8086.2
P03740,Karapakkam,523,191,1,1,2,No,2,3,2.5,1294080,68510,6851
P06731,Chrompet,756,0,1,1,2,No,3,3.6,3.3,2876990,105489,10548.9
P03863,Chrompet,973,183,1,1,3,No,3.8,4,3.9,2202980,33892,3389.2
P00690,T Nagar,1839,41,2,1,5,No,3.5,2.7,3.1,6956900,99384,9938.4
P07223,KK Nagar,1316,183,1,1,3,Yes,3.5,4.5,4,3866540,135329,13532.9
P03212,Karapakkam,1638,29,2,2,4,No,3.1,2.4,2.75,2469530,54209,5420.9
P03952,Karapakkam,1688,154,2,2,4,No,5,2.3,3.65,3113950,90405,9040.5
P03035,Chrompet,1215,33,2,1,4,No,3.4,2.7,3.05,2348800,97192,9719.2
P08453,Chrompet,911,83,1,1,3,No,3.5,4.4,3.95,2126470,110261,11026.1
P04143,KK Nagar,1584,29,2,1,4,Yes,3.4,3.9,3.65,5599460,227005,22700.5
P03456,KK Nagar,2009,62,3,2,5,Yes,4.3,3.9,4.1,5535550,259111,25911.1
P06420,Karapakkam,1602,73,2,2,4,Yes,4.5,3.7,4.1,2708450,171060,17106
P00676,Anna Nagar,1708,161,1,1,4,No,4,3.3,3.65,3400280,109295,10929.5
P01611,Adyar,735,64,1,1,2,Yes,4.4,3.8,4.1,2710700,100683,10068.3
P07700,KK Nagar,2462,4,4,2,6,Yes,4.4,4.7,4.55,7967310,277929,27792.9
P05678,Anna Nagar,1990,21,2,1,5,Yes,4.8,3.1,3.95,5930450,167269,16726.9
P03313,Anna Nagar,1905,13,2,1,5,Yes,2.5,4.6,3.55,3756660,264358,26435.8
P08900,Velachery,1944,136,3,2,5,Yes,4.7,4.2,4.45,3449250,183241,18324.1
P09795,Velachery,1601,32,2,1,4,Yes,4.8,2.9,3.85,5525700,138142,13814.2
P00424,Chrompet,1228,198,2,1,4,Yes,4.4,3.5,3.95,2950540,115914,11591.4
P09232,Velachery,1859,13,3,2,5,No,2.1,4.9,3.5,2907490,63601,6360.1
P01229,T Nagar,1817,160,2,1,5,Yes,2.7,2.3,2.5,3849040,106180,10618
P05061,Velachery,1564,61,2,1,4,Yes,3,2.3,2.65,5484070,188025,18802.5
P00689,Chrompet,933,94,1,1,3,Yes,2.3,4.5,3.4,2975100,27046,2704.6
P09150,Velachery,1642,58,2,1,4,Yes,2.5,3.5,3,3038670,159930,15993
P03744,KK Nagar,1318,128,1,1,3,Yes,4.9,2.6,3.75,5752220,280922,28092.2
P03697,Anna Nagar,1623,98,1,1,4,Yes,4.6,3.5,4.05,4677160,189615,18961.5
P02226,KK Nagar,2030,5,3,2,5,Yes,4.2,4.9,4.55,5249410,305198,30519.8
P04289,Karapakkam,545,186,1,1,2,No,3.3,3.2,3.25,1505470,71312,7131.2
P09693,Velachery,1876,97,3,2,5,Yes,2.4,2.5,2.45,2745430,183028,18302.8
P02329,KK Nagar,1767,187,2,1,4,Yes,4.4,2.4,3.4,4574990,155966,15596.6
P02281,Karapakkam,1209,70,1,1,3,Yes,2.3,4,3.15,4107790,130247,13024.7
P00752,Anna Nagar,1804,49,2,1,5,Yes,3.8,2.9,3.35,5932270,243375,24337.5
P06885,Adyar,893,48,1,1,3,Yes,2.6,4.6,3.6,5082820,177899,17789.9
P01980,Karapakkam,1289,181,1,1,3,Yes,4.7,3.7,4.2,2067990,87733,8773.3
P02414,Karapakkam,1694,123,2,2,4,Yes,3.6,2,2.8,7009130,322420,32242
P01292,Anna Nagar,1622,1,1,1,4,No,4.1,2.8,3.45,4698370,104408,10440.8
P07559,KK Nagar,1579,97,2,1,4,No,4.2,3.7,3.95,3254280,254241,25424.1
P05881,Chrompet,876,74,1,1,3,No,5,4.4,4.7,2419820,117088,11708.8
P02782,Karapakkam,1627,48,2,2,4,Yes,4.4,2.5,3.45,3010800,60216,6021.6
P05585,Karapakkam,651,16,1,1,2,Yes,2.3,3.5,2.9,1783310,38558,3855.8
P03971,KK Nagar,2146,12,3,2,5,Yes,2.1,3.6,2.85,5923140,462745,46274.5
P04184,Adyar,1025,71,1,1,3,Yes,4.6,4.1,4.35,3463290,28861,2886.1
P09637,Velachery,1785,133,2,1,4,No,3.9,4.3,4.1,3113660,130573,13057.3
P00258,Anna Nagar,1751,143,1,1,4,No,4.1,2.8,3.45,5252260,165861,16586.1
P09480,Adyar,1191,34,1,1,3,Yes,4.4,2.5,3.45,5773580,15604,1560.4
P09465,Adyar,895,157,1,1,3,No,4,4.1,4.05,3207020,98678,9867.8
P08446,Anna Nagar,1894,69,2,1,5,No,5,2.1,3.55,3394760,176528,17652.8
P04210,T Nagar,1793,71,1,1,4,No,2.5,4,3.25,4574240,171534,17153.4
P09346,Chrompet,1291,73,2,1,4,Yes,4.2,3.5,3.85,3454290,156000,15600
P00379,Chrompet,886,24,1,1,3,No,4.9,3.6,4.25,3170920,43737,4373.7
P04546,Adyar,983,149,1,1,3,Yes,3.4,2.9,3.15,3815870,38159,3815.9
P00556,Chrompet,1104,52,1,1,3,Yes,4.9,2.2,3.55,3594730,138259,13825.9
P00797,Anna Nagar,1933,71,2,1,5,Yes,3.2,4.8,4,6141990,226284,22628.4
P01841,KK Nagar,1982,29,3,2,5,Yes,2.9,4.8,3.85,7933790,135043,13504.3
P06584,Anna Nagar,1899,135,2,1,5,No,4.3,3,3.65,5173130,269003,26900.3
P08021,Anna Nagar,1947,97,2,1,5,Yes,2.4,3.2,2.8,8568590,270587,27058.7
P06710,Velachery,1720,63,2,1,4,No,4.3,4.5,4.4,3304730,84737,8473.7
P09525,Velachery,1776,25,2,1,4,No,3.6,2.7,3.15,3328810,139595,13959.5
P09097,Velachery,1948,149,3,2,5,Yes,4.7,2.8,3.75,3332580,155520,15552
P09605,Velachery,1621,190,2,1,4,No,4.2,4.3,4.25,5397570,175056,17505.6
P02035,Karapakkam,1106,35,1,1,3,No,4.4,5,4.7,1755980,64694,6469.4
P03309,KK Nagar,2243,167,4,2,6,Yes,4.3,4.5,4.4,5192280,289801,28980.1
P08139,Velachery,1774,130,2,1,4,No,3,3.4,3.2,3113150,164814,16481.4
P01263,Chrompet,995,157,1,1,3,Yes,3,4.3,3.65,2216830,95007,9500.7
P07981,Chrompet,912,148,1,1,3,Yes,3.4,3,3.2,2797970,110223,11022.3
P08936,Chrompet,1104,47,1,1,3,No,3.1,4.5,3.8,2717760,107063,10706.3
P01453,Anna Nagar,1732,122,1,1,4,Yes,4.7,3.9,4.3,4710300,60389,6038.9
P04696,Adyar,980,104,1,1,3,Yes,3.1,2.6,2.85,3013720,84761,8476.1
P09310,Velachery,1845,63,3,2,5,Yes,3.5,2.5,3,3048620,157050,15705
P06055,Karapakkam,1116,49,1,1,3,No,4.6,3.4,4,1902240,85908,8590.8
P02444,Chrompet,868,101,1,1,3,No,2.8,3.6,3.2,1977090,110717,11071.7
P05036,Anna Nagar,1913,155,2,1,5,No,3.5,3.1,3.3,4563350,86334,8633.4
P02847,Velachery,1536,89,2,1,4,Yes,4.4,4.6,4.5,4620530,207924,20792.4
P05539,Karapakkam,1411,149,2,2,4,Yes,3.4,4.7,4.05,3027460,71703,7170.3
P04301,Velachery,1788,127,2,1,4,Yes,2.6,5,3.8,5292700,280202,28020.2
P04453,Anna Nagar,1892,149,2,1,5,No,4.9,3.5,4.2,6877080,171927,17192.7
P01001,Chrompet,874,169,1,1,3,No,3.1,3.2,3.15,3492780,34928,3492.8
P09811,Velachery,1530,86,2,1,4,Yes,4.7,4.4,4.55,3084510,141006,14100.6
P03218,Chrompet,885,25,1,1,3,No,3.1,4.5,3.8,2984940,37312,3731.2
P09614,Velachery,1716,179,2,1,4,No,2.1,4.7,3.4,3635980,155828,15582.8
P09254,T Nagar,1592,158,1,1,4,Yes,2.3,2,2.15,4312360,192921,19292.1
P03962,T Nagar,1883,150,2,1,5,Yes,4.3,3.3,3.8,7774960,114338,11433.8
P01269,Chrompet,1124,8,1,1,3,Yes,3.9,3.8,3.85,3215500,53592,5359.2
P08324,Velachery,1767,57,2,1,4,Yes,3.9,4.2,4.05,3659220,162632,16263.2
P00519,Anna Nagar,1786,128,1,1,4,No,3.4,3.2,3.3,3839420,185778,18577.8
P05092,Chrompet,1200,62,1,1,3,No,2.8,4.1,3.45,3974890,137065,13706.5
P01591,Adyar,1086,64,1,1,3,Yes,3.3,4.2,3.75,4880790,51377,5137.7
P02063,Karapakkam,693,97,1,1,2,No,3.2,3.9,3.55,2234810,114224,11422.4
P06918,Chrompet,973,181,1,1,3,Yes,3.2,2.5,2.85,2907350,170431,17043.1
P04373,KK Nagar,2147,144,3,2,5,Yes,2.3,4,3.15,5547330,239544,23954.4
P04540,Anna Nagar,1608,145,1,1,4,Yes,2.7,4.4,3.55,3187250,110328,11032.8
P01252,Chrompet,772,110,1,1,2,Yes,2.6,4.7,3.65,3737400,45302,4530.2
P06490,Adyar,1165,100,1,1,3,No,2.6,4.9,3.75,2568150,77044,7704.4
P05785,Karapakkam,1399,44,2,2,4,Yes,2.7,3.8,3.25,3573470,153149,15314.9
P09989,Velachery,1980,26,3,2,5,Yes,3.5,3.9,3.7,6002960,165081,16508.1
P07718,KK Nagar,1591,99,2,1,4,Yes,3.3,3.2,3.25,4507050,157747,15774.7
P03371,Adyar,1085,35,1,1,3,No,2.5,3.5,3,4875830,187532,18753.2
P08402,Chrompet,985,88,1,1,3,No,3.7,2.3,3,2759580,77613,7761.3
P00648,T Nagar,1646,41,1,1,4,No,2,4.2,3.1,5180280,168359,16835.9
P00181,Chrompet,1044,0,1,1,3,Yes,2,3.1,2.55,2557780,122774,12277.4
P04372,KK Nagar,2247,111,4,2,6,Yes,2,3.7,2.85,4854750,281065,28106.5
P07160,T Nagar,1543,6,1,1,4,No,3.5,4.6,4.05,4606220,62246,6224.6
P06863,Anna Nagar,1851,129,2,1,5,Yes,4,3.8,3.9,3702340,137124,13712.4
P00684,Anna Nagar,1588,5,1,1,4,Yes,3.2,4.7,3.95,3436260,237895,23789.5
P06134,Velachery,1633,77,2,1,4,Yes,2.1,2.9,2.5,2636330,114241,11424.1
P08935,Velachery,1978,188,3,2,5,No,3.4,2.7,3.05,6029090,184222,18422.2
P02869,Chrompet,757,89,1,1,2,Yes,4.7,4.3,4.5,2539750,99776,9977.6
P05482,Karapakkam,857,134,1,1,2,Yes,4.1,3.3,3.7,3688200,139332,13933.2
P02939,KK Nagar,1746,191,2,1,4,No,3.3,2.1,2.7,4728130,263895,26389.5
P04796,Karapakkam,1285,4,1,1,3,Yes,4.6,4.9,4.75,2581720,160485,16048.5
P02200,KK Nagar,2423,110,4,2,6,Yes,4.5,4.5,4.5,6770310,311434,31143.4
P04394,Karapakkam,1012,41,1,1,3,No,3.5,4.2,3.85,1799330,91966,9196.6
P01890,T Nagar,1744,115,1,1,4,Yes,4.7,4.1,4.4,3998040,103175,10317.5
P04601,Adyar,1232,187,2,2,4,No,3.9,3.3,3.6,3832130,30254,3025.4
P08489,Adyar,990,187,1,1,3,Yes,3.7,3.9,3.8,3667690,52396,5239.6
